WasEditedForGame,Key:AttackName,Category,ElementType,Frequency,Range,AttackCategory,NumOfTargets,NumOfTurns,AC,Damage,AttackEffects,ExtraAffectType,ExtraAffectResult,LengthOfExtraAffect,AccuracyCheckBonus,AccuracyBonusType,AccuracyBonusResult,LengthOfBonusAffect,FullRangeDescription,ContestStats,ContributedBy
0,Tailwind,Effect,Flying,At-Will,No Damage, Column, Target Area,,0,-,"Tailwind creates a Column 5-meters wide. For 1d6+1 turns, Tailwind’s user and all of the user’s allies in the Column have their Speed raised 1 Combat Stage. When the user or the user’s allies leave the Column or when the Column dissapears, their Speed is lowered 1 Combat Stage. Whenever you make a new Tailwind Cloumn, the last one the user made disappears. *Grants: Guster",,,,,,,,"No Damage, Target Area, Column",Smart - 2d4 - Quick Set,
0,Confuse Ray,Effect,Ghost,Center,Ranged (10), Column, 1 Target,,0,-,Confuse Ray creates a Column 1 meter wide. Confuse Ray cannot miss. All targets are Confused.,,,,,,,,"Ranged (10), 1 Target, Column",Smart - 2d4 - Unsettling,
0,Ominous Wind,Special,Ghost,Center,Ranged (10), Column, 1 Target,,2,2d10+8,"Ominous Wind creates a Column that is 2-meters wide. If you rolled 11-20 during Accuracy Check for Ominous Wind, the user has each of its stats raised 1 Combat Stage. If you rolled 16-20 on the Accuracy Roll, all allies in the Column also have each of their stats raised 1 Combat Stage and are not damaged by Ominous Wind.",,,,,,,,"Ranged (10), 1 Target, Column, Spirit Surge",Smart - None - Get Ready!,
0,Leaf Storm,Special,Grass,Center,Ranged (3), Column, Target Area,,4,6d12+22,Leaf Storm creates a 2-meter Column. Lower the user’s Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (3), Target Area, Column",Cute - 2d4 - Seen Nothing Yet,
0,Solarbeam,Special,Grass,Battle,Ranged (10), Column, 1 Target,,2,5d12+18,"Once you declare the use of Solarbeam, the user’s turn ends. On its next turn, the user may shift and use Solarbeam’s damage. If it is Sunny, Solarbeam uses its damage on the turn you declare its use. If it is Rainy or Sand Storming Solarbeam’s user must end their turn immediately at the start of their second turn after declaring Solarbeam’s use, only getting to use Solarbeam’s damage on the third turn. If it is Hailing, Solarbeam’s damage is 3d10. Solarbeam creates a Column 1 meter wide. For Pokemon users, the second turn is their Trainer’s Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Solarbeam.",,,,,,,,"Ranged (10), 1 Target, Column",Cool - 1d4 - Special Attention,
0,Fissure,Effect,Ground,Center,Ranged (5), Column, 1 Target,,15,-,Fissure creates a Column that is 3-meters wide. All Legal Targets have their HP set to 0. Fissure can hit targets using the Move Dig.,,,,,,,,"Ranged (5), 1 Target, Column",Tough - None - Big Show,
0,Mud Shot,Special,Ground,EOT,Ranged (3), Column, 1 Target,,3,2d10+8,Mud Shot creates a Column 1 meter wide. All Legal Targets have their Speed lowered 1 Combat Stage.,,,,,,,,"Ranged (3), 1 Target, Column",Tough - 2d4 - Slow Set,
0,Mud-Slap,Special,Ground,EOT,Ranged (2), Column, 1 Target,,2,1d6+3,Mud-Slap creates a Column 1-meter wide. All Legal Targets must roll +1 during Accuracy Checks for the remainder of the encounter.,,,,,,,,"Ranged (2), 1 Target, Column",Cute - 3d4 - No Effect,
0,Sand-Attack,Effect,Ground,EOT,Ranged (2), Column, 1 Target,,2,-,Sand-Attack creates a Column 1 meter wide. All Legal Targets must roll +1 during Accuracy Checks for the remainder of the encounter.,,,,,,,,"Ranged (2), 1 Target, Column",Cute - 1d4 - Excitement,
0,Aurora Beam,Special,Ice,EOT,Ranged (6), Column, 1 Target,,2,3d8+10,Aurora Beam creates a Column 1 meter wide. Aurora Beam lowers the target’s Attack 1 Combat Stage on 18-20 during Accuracy Check. *Grants: Freezer,,,,,,,,"Ranged (6), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Avalanche,Physical,Ice,Battle,Ranged (5), Column, 1 Target,,2,2d10+8,"Avalanche creates a Column 2-meters wide. If a target damaged Avalanche’s user on their last turn during the same round of combat, deal 5d12+18 instead for Damage Dice Roll.",,,,,,,,"Ranged (5), 1 Target, Column",Cool - 2d4 - Final Appeal,
0,Blizzard,Special,Ice,Battle,Ranged (6), Column, 1 Target,,7,5d12+18,"Blizzard creates a Column that is 3-meters wide. Blizzard Freezes all legal targets on 16-20 during accuracy Check. If it is Hailing, Blizzard cannot miss. *Grants: Freezer",,,,,,,,"Ranged (6), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Freeze Shock,Physical,Ice,Center,Ranged (10), Column, 1 Target,,4,6d12+22,"Freeze Shock creates a Column 2-meters wide. All Legal Targets are pushed 10-meters and take an additional 1d6 if Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. Freeze Shock paralyzes all Legal Targets on 15-20 on Accuracy Check.",,,,,,,,"Ranged (10), 1 Target, Column, Push",Beauty - 2d4 - Seen Nothing Yet,
0,Ice Beam,Special,Ice,Battle,Ranged (8), Column, 1 Target,,2,4d12+16,Ice Beam creates a Column 1 meter wide. Ice Beam Freezes all Legal Targets on 19-20 during Accuracy Check. *Grants: Freezer,,,,,,,,"Ranged (8), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Ice Burn,Special,Ice,Center,Ranged (10), Column, 1 Target,,4,6d12+22,"Ice Burn creates a Column 2-meters wide. All Legal Targets are pushed 10-meters and take an additional 1d6 if Pushed into Blocking Terrain. If the target is pushed into another Legal Target, instead, both take 1d6. Ice Burn Burns all Legal Targets on 15-20 on Accuracy Check.",,,,,,,,"Ranged (10), 1 Target, Column",Beauty - 2d4 - Seen Nothing Yet,
0,Icy Wind,Special,Ice,EOT,Ranged (6), Column, 1 Target,,3,2d10+8,Icy Wind creates a Column 1-meter wide. All Legal Targets have their Speed lowered 1 Combat Stage.,,,,,,,,"Ranged (6), 1 Target, Column",Beauty - 2d4 - Slow Set,
0,Powder Snow,Special,Ice,At-Will,Ranged (3), Column, 1 Target,,2,1d12+6,Powder Snow creates a 1-meter wide. Powder Snow Freezes all Legal Targets on 19-20 during Accuracy Check. *Grants: Freezer,,,,,,,,"Ranged (3), 1 Target, Column",Beauty - 3d4 - No Effect,
0,Hyper Beam,Special,Normal,Center,Ranged (15), Column, 1 Target,,4,7d10+28,"Hyper Beam creates a Column 1 meter wide. On Miss, Hyper Beam deals the user’s Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), 1 Target, Column, Exhaust",Cool - 2d4 - Seen Nothing Yet,
0,Hyper Voice,Special,Normal,Battle,Ranged (4), Column, 1 Target,,2,3d12+14,Hyper Voice creates a Column 4-meters wide. All Legal Targets are Pushed back 3-meters.,,,,,,,,"Ranged (4), 1 Target, Column, Push",Cool - 3d4 - No Effect,
0,Sonicboom,Effect,Normal,EOT,Ranged (4), Column, 1 Target,,6,15,Sonicboom creates a Column 1 meter wide. Sonicboom always deals 15 points of Damage. Do not apply weakness or resistance. Do not apply stats.,,,,,,,,"Ranged (4), 1 Target, Column",Cool - 3d4 - No Effect,
0,Supersonic,Effect,Normal,EOT,Ranged (6), Column, 1 Target,,11,-,Supersonic creates a Column 1 meter wide. Supersonic Confuses all Legal Targets.,,,,,,,,"Ranged (6), 1 Target, Column",Smart - 2d4 - Excitement,
0,Acid Spray,Special,Poison,EOT,Ranged (3), Column, 1 Target,,2,1d12+6,Acid Spray creates a Column 1 meter wide. Acid Spray lowers all Legal Targets’ Special Defense 2 Combat Stages.,,,,,,,,"Ranged (3), 1 Target, Column",Smart - 2d4 - Unsettling,
0,Sludge,Special,Poison,EOT,Ranged (8), Column, 1 Target,,2,3d8+10,Sludge creates a Column 2-meters wide. Sludge poisons all Legal Targets on 15-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target, Column",Tough - 2d4 - Round Ender,
0,Future Sight,Special,Psychic,Center,Ranged (10), Column, 1 Target,,2,4d12+16,"Future Sight does nothing on the turn it is used. At the end of the second turn after Future Sight’s use, use Future Sight’s damage and effect. Future Sight creates a Column 1 meter wide, which starts from anywhere on the field.",,,,,,,,"Ranged (10), 1 Target, Column",Smart - 2d4 - Round Starter,
0,Luster Purge,Special,Psychic,Center,Ranged (15), Column, 1 Target,,2,3d8+10,Luster Purge creates a Column 1 meter wide; Luster Purge creates a 5-meter Blast. Luster Purge lowers all Legal Targets Special Defense 1 Combat Stage on 11-20 during Accuracy Check.,,,,,,,,"Ranged (15), 1 Target, Column, Blast",Smart - 2d4 - Seen Nothing Yet,
0,Mist Ball,Special,Psychic,Center,Ranged (10), Column, 1 Target,,2,3d8+10,Mist Ball creates a Column 1 meter wide and creates a 5-meter Blast. Mist Ball lowers all Legal Targets Special Attack 1 Combat Stage on 6-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target, Column, Blast",Smart - 2d4 - Seen Nothing Yet,
0,Psybeam,Special,Psychic,EOT,Ranged (7), Column, 1 Target,,2,3d8+10,Psybeam creates a Column 1 meter wide. Psybeam Confuses all Legal Targets on 19-20 during Accuracy Check.,,,,,,,,"Ranged (7), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Psywave,Effect,Psychic,Battle,Ranged (4), Column, 1 Target,,5,-,"Psywave creates a Column 2-meters wide. Roll 1d4; on 1 and 2 all Legal Targets lose HP equal to half the user’s level; on 3, all Legal Targets lose HP equal to the user’s level; on 4 all Legal Targets lose HP equal to 1.5x the user’s level. Do not apply weakness, resistance or immunity. Do not apply stats.",,,,,,,,"Ranged (4), 1 Target, Column",Smart - 3d4 - No Effect,
0,Ancientpower,Special,Psychic,Center,Ranged (8), Column, 1 Target,,2,2d10+8,"Ancientpower creates a Column that is 2-meters wide. If you rolled 11-20 during Accuracy Check for Ancientpower, the user has each of its stats raised 1 Combat Stage. If you rolled 16-20 on the Accuracy Roll, all allies in the Column also have each of their stats raised 1 Combat Stage and are not damaged by Ancientpower.",,,,,,,,"Ranged (8), 1 Target, Column, Spirit Surge",Tough - 2d4 - Round Ender,
0,Rock Slide,Physical,Rock,Battle,Ranged (4), Column, 1 Target,,4,3d10+12,Rock Slide creates a Column 4-meters wide. Rock Slide Flinches all Legal Targets on 17-20 during Accuracy Check.,,,,17,,Flinches,,"Ranged (4), 1 Target, Column",Tough - 3d4 - No Effect,
0,Doom Desire,Special,Steel,Center,Ranged (15), Column, 1 Target,,2,6d12+22,"Doom Desire does nothing on the turn it is used. At the end of the second turn after Doom Desire’s use, use Doom Desire’s damage and effect. Doom Desire creates a Column 1 meter wide, which starts from anywhere on the field.",,,,,,,,"Ranged (15), 1 Target, Column",Cool - 2d4 - Interrupting Appeal,
0,Mirror Shot,Special,Steel,EOT,Ranged (7), Column, 1 Target,,5,3d8+10,Mirror Shot creates a Column 1 meter wide. All Legal Targets must roll +2 during Accuracy Checks to hit on 16-20 during Accuracy Check.,,,,,,,,"Ranged (7), 1 Target, Column",Cute - 2d4 - Round Starter,
0,Bubblebeam,Special,Water,EOT,Ranged (8), Column, 1 Target,,2,3d8+10,Bubblebeam creates a Column 1 meter wide. Bubblebeam lowers the target’s Speed on 18-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target, Column",Beauty - 2d4 - Slow Set,
0,Hydro Pump,Special,Water,Battle,Ranged (9), Column, 1 Target,,4,5d12+18,Hydro Pump creates a Column 1 meter wide. *Grants: Fountain,,,,,,,,"Ranged (9), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Muddy Water,Special,Water,Battle,Ranged (4), Column, 1 Target,,5,4d12+16,Muddy Water makes a Column 4-meters wide. All Legal Targets must roll +2 during Accuracy Checks to hit on 16-20 during Accuracy Check.,,,,,,,,"Ranged (4), 1 Target, Column",Tough - 2d4 - Round Ender,
0,Surf,Special,Water,Battle,Ranged (4), Column, 1 Target,,2,4d12+16,Surf makes a Column 4-meters wide. *Grants: Surface +3; Eliminates: Sinker,,,,,,,,"Ranged (4), 1 Target, Column",Beauty - 2d4 - Round Starter,
0,Ingrain,Effect,Grass,Battle,Self, Coat, No Target,,0,-,"Ingrain is a Coat with the following abilities: The user cannot be forced to switch out or flee but they can still be willingly switched out. At the beginning of each of the user’s turns, the user gains 1/16th of its full HP. *Grants: Sprouter",,,,,,,,"Self, No Target, Coat",Smart - None - Torrential Appeal,
0,Mud Sport,Effect,Ground,EOT,Ranged (8), Coat, 1 Target,,0,-,Mud Sport makes a Coat that resists Electric Moves. Mud Sport can Target Self.,,,,,,,,"Ranged (8), 1 Target, Coat",Cute - 2d4 - Hold That Thought,
0,Mist,Effect,Ice,At-Will,Ranged (5), Coat, 1 Target,,0,-,The target with Mist’s Coat may not have their Combat Stages lowered. Mist users can Target Self.,,,,,,,,"Ranged (5), 1 Target, Coat",Beauty - 2d4 - Hold That Thought,
0,Focus Energy,Effect,Normal,At-Will,Self, Coat, No Target,,0,-,"The user’s Moves are Critical Hits on 17-20. If a Move already has an extended Critical Hit range, Focus energy extends that range by -3. Focus Energy’s effect cannot be used more then once per encounter unless the user somehow loses the benefit of Focus Energy.",,,,,,,,"Self, No Target, Coat",Cool - None - Get Ready!,
0,Substitute,Effect,Normal,Battle,Self, Coat, No Target,,0,-,"The user loses ¼ of their full HP. A Coat is made which has HP equal to the HP lost when using this Move +1. If the user would be hit by a Move, instead the Coat gets hit. Apply weakness, resistance and stats to the Coat. The Coat is immune to Status Afflictions. Substitute cannot be used if the user has less then ¼ of their full HP.",,,,,,,,"Self, No Target, Coat",Smart - 1d4 - Catching Up,
0,Aqua Ring,Effect,Water,Center,Self, Coat, No Target,,0,-,Aqua Ring covers the user in a Coat that heals the user at the beginning of each of their turns. The user is healed 1/16th of their full HP each turn.,,,,,,,,"Self, No Target, Coat",Beauty - None - Torrential Appeal,
0,Water Sport,Effect,Water,EOT,Ranged (4), Coat, 1 Target,,0,-,Water Sport makes a Coat that resists Fire Moves. Water Sport can Target Self. *Grants: Fountain,,,,,,,,"Ranged (4), 1 Target, Coat",Cute - 2d4 - Hold That Thought,
0,Bug Buzz,Special,Bug,Battle,Ranged (3), Burst, No Target,,2,3d12+14,Bug Buzz creates a 3-meter Burst. Bug Buzz lowers the target’s Special Defense 1 Combat Stage on 19-20 during Accuracy Check.,,,,19,,,,"Ranged (3), No Target, Burst",Cute - 2d4 - Incentives,
0,Dark Pulse,Special,Dark,EOT,Ranged (3), Burst, No Target,,2,3d10+12,Dark Pulse creates a 3-meter Burst. Dark Pulse Flinches all Legal Targets on 17-20 during Accuracy Check. *Grants: Aura,,,,17,,Flinches,,"Ranged (3), No Target, Burst",Cool - 2d4 - Round Starter,
0,Dark Void,Effect,Dark,Battle,Ranged (10), Burst, No Target,,4,-,Dark Void creates a 10-meter Burst. All Legal Targets fall Asleep.,,,,,,,,"Ranged (10), No Target, Burst",Smart - 2d4 - Excitement,
0,Snarl,Special,Dark,EoT,Ranged (5), Burst, No Target,,3,2d10+8,Snarl creates a 5-meter Burst. All Legal Targets have their Special Attack lowered 1 Combat Stage.,,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Excitement,
0,Dragon Pulse,Special,Dragon,Battle,Ranged (3), Burst, No Target,,2,3d12+14,Dragon Pulse creates a 3-meter Burst. *Grants: Aura,,,,,,,,"Ranged (3), No Target, Burst",Smart - 2d4 - Incentives,
0,Roar of Time,Special,Dragon,Center,Ranged (10), Burst, No Target,,4,7d10+28,Roar of Time creates a 10-meter Burst. All legal targets are Trapped until they roll a 16-20 saving throw. They may attempt to make this save at any time once per round.,,,,,,,,"Ranged (10), No Target, Burst, Trap, Exhaust",Cool - 2d4 - Seen Nothing Yet,
0,Discharge,Special,Electric,EOT,Ranged (3), Burst, No Target,,2,3d10+12,Discharge creates a 3-meter Burst. Discharge Paralyzes all legal targets on 15-20 during Accuracy Check. *Grants: Zapper,,,,,,,,"Ranged (3), No Target, Burst",Cool - 2d4 - Round Starter,
0,Eruption,Special,Fire,Center,Ranged (10), Burst, No Target,,4,7d10+28,Eruption creates a 10-meter Burst. Eruption may not be performed unless the user has at least 90% of its HP.,,,,,,,,"Ranged (10), No Target, Burst",Beauty - 2d4 - Round Ender,
0,Heat Wave,Special,Fire,Battle,Ranged (3), Burst, No Target,,4,4d12+16,Heat Wave creates a 3-meter burst. Heat Wave Burns all Legal Targets on 18-20 during Accuracy Check.,,,,,,,,"Ranged (3), No Target, Burst",Beauty - 2d4 - Round Starter,
0,Overheat,Special,Fire,Center,Ranged (2), Burst, No Target,,4,6d12+22,Overheat creates a 2-meter Burst. Lower the user’s Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (2), No Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
0,Sacred Fire,Physical,Fire,Center,Ranged (7), Burst, 1 Target,,3,4d12+16,Sacred Fire creates a 7-meter Burst. Sacred Fire Burns all Legal Targets in the Burst on 11-20 during Accuracy Check.,,,,,,,,"Ranged (7), 1 Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
0,V-Create,Physical,Fire,Center,Melee, Burst, No Target,,5,8d10+36,"V-Create creates a 10-meter Burst. Lower the user’s Defense 1 Combat Stage, lower the user’ Special Defense 1 Combat Stage and lower the user’s Speed 1 Combat Stage.",,,,,,,,"Melee, No Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
0,Bounce,Physical,Flying,Battle,Melee, Burst, 1 Target,,4,3d12+14,"Once you declare the use of Bounce, the user is moved up to 10-meters into the air and then the user’s turn ends. On your next turn, shift while in the air, lower your height back to the ground, and then use Bounce’s damage and the rest of its Effect. Bounce creates a Burst equal half the user’s Weight Class. Bounce Paralyzes all Legal Targets on 17-20 during Accuracy Check. For Pokemon users, the second turn is their Trainer’s Command Action, unless the Trainer is unconscious, in which case the Pokemon acts on its own, finishing Bounce. *Grants: Jump +1",,,,,,,,"Melee, 1 Target, Burst",Cute - 1d4 - Special Attention,
0,Grasswhistle,Effect,Grass,EOT,Ranged (6), Burst, No Target,,11,-,Grasswhistle creates a 5-meter Burst. All Legal Targets fall Asleep.,,,,,,,,"Ranged (6), No Target, Burst",Smart - 2d4 - Excitement,
0,Leaf Tornado,Special,Grass,Battle,Ranged (6), Burst, No Target,,4,3d8+10,"Leaf Tornado creates a 2-meter Burst. On 15-20 during Accuracy Check, all Legal Targets must roll 1 higher on Accuracy Checks for the remainder of the combat.",,,,,,,,"Ranged (6), No Target, Burst",Beauty - 1d4 - Good Show!,
0,Petal Dance,Special,Grass,Center,Ranged (3), Burst, No Target,,3,5d12+18,"Petal Dance’s user must make another Ranged attack for 1d2 more turns. The attack is identical to Petal Dance except for Petal Dance’s effect. Petal Dance creates a 3-meter Burst, but only on the first round of its use. After the first use is declared, Petal Dance targets the nearest Legal Target for its second or third round of use if the original target is unconscious. If potential targets are an equal distance from the user, you may choose the target. After Petal Dance’s additional use(s) end(s), the user becomes Confused. For Pokemon users, the additional 1d2 are their Trainer’s Command Actions, unless the Trainer is unconscious, in which case the Pokemon acts on its own until finished.",,,,,,,,"Ranged (3), No Target, Burst",Beauty - None - Torrential Appeal,
0,Bulldoze,Physical,Ground,EOT,Ranged (3), Burst, No Target,,2,2d10+8,Bulldoze creates a 3-meter Burst. All Legal Targets are lowered 1 Speed Combat Stage.,,,,,,,,"Ranged (3), No Target, Burst",Cool - 3d4 - No Effect,
0,Earthquake,Physical,Ground,Battle,Ranged (5), Burst, No Target,,2,4d12+16,Earthquake creates a 5-meter Burst. Earthquake can hit targets using the Move Dig. *Grants: Groundshaper,,,,,,,,"Ranged (5), No Target, Burst",Tough - 2d4 - Round Ender,
0,Magnitude,Physical,Ground,EOT,Ranged (2), Burst, No Target,,2,See Effect,"Magnitude creates a 2-meter Burst. Roll 1d6. On a result of 1, use 1d4 for damage. On a result of 2, use 1d8 for damage. On a result of 3, use 2d8 for damage. On a result of 4, use 2d10 for damage. On a result of 5, use 3d10 for damage. On a result of 6, use 4d10 for damage. Magnitude can hit targets using the Move Dig. *Grants: Groundshaper",,,,,,,,"Ranged (2), No Target, Burst",Tough - 2d4 - Round Ender,
0,Explosion,Physical,Normal,Center,Ranged (7), Burst, No Target,,2,6d20+55,"Explosion creates a 7-meter Burst. The user’s HP is set to -50% of their full HP. If the user is above Loyalty 1, their Loyalty is lowered at least 1 stage.",,,,,,,,"Ranged (7), No Target, Burst",Beauty - None - Big Show,
0,Flash,Effect,Normal,EOT,Ranged (4), Burst, No Target,,2,-,Flash creates a 4-meter Burst. Flash makes all Legal Targets need +1 to hit during Accuracy Checks. *Grants: Glow,,,,,,,,"Ranged (4), No Target, Burst",Beauty - 1d4 - Unsettling,
0,Growl,Effect,Normal,At-Will,Ranged (5), Burst, No Target,,2,-,Growl creates a 5-meter Burst. Growl lowers all Legal Targets Attack 1 Combat Stage.,,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Excitement,
0,Heal Bell,Effect,Normal,Center,Ranged (3), Burst, No Target,,0,-,Heal Bell creates a 3-meter Burst. All targets are cured of any Status ailments. Heal Bell cannot miss.,,,,,,,,"Ranged (3), No Target, Burst",Beauty - None - Reflective Appeal,
0,Hidden Power,Special,Normal,EOT,Ranged (3), Burst, No Target,,2,See Effect,"Hidden Power makes a 3-meter Burst. When a pokemon first obtains the Move Hidden Power, roll 1d4 and 1d20. For the 1d4 roll, a result of 1 makes Hidden Power’s Damage Dice Roll 1d12+6; a result of 2 makes the Damage Dice Roll 2d8+6; a result of 3 makes the Damage Dice Roll 2d10+8; a result of 4 makes the Damage Dice Roll 3d8+10. For the 1d20 roll, Hidden Power’s Elemental Type will be changed from Normal to Bug on a result of 1; Dark on 2; Dragon on 3; Electric on 4; Fighting on 5; Fire on 6; Flying on 7; Ghost on 8; Grass on 9; Ground on 10; Ice on 11; Normal on 12; Poison on 13; Psychic on 14; Rock on 15; Steel on 16; Water on 17; and on a result of 18-20, reroll the d20. Those become the Hidden Power’s permanent stats for that user.",,,,,,,,"Ranged (3), No Target, Burst",Smart - 1d4 - Catching Up,
0,Lucky Chant,Effect,Normal,At-Will,Ranged (4), Burst, No Target,,0,-,"Lucky Chant creates a 4-meter Burst. All allies in the Burst, including the user, take damage from Critical Hits as if they are not Critical Hits for 1d4+1 turns.",,,,,,,,"Ranged (4), No Target, Burst",Cute - 2d4 - Hold That Thought,
0,Perish Song,Effect,Normal,Center,Ranged (15), Burst, No Target,,0,-,"Perish Song creates a 15-meter Burst. Perish Song cannot miss. Perish Song can affect only pokemon. All targets, including the user, receive a Perish Count of 3. At the beginning of each of the target’s turns, their Perish count is lowered by 1. Once a Perish Count reaches 0, set the pokemon’s HP to 0. A Perish Count disspears if a Pokemon returns to their Poke Ball or is knocked out.",,,,,,,,"Ranged (15), No Target, Burst",Beauty - 2d4 - Unsettling,
0,Relic Song,Special,Normal,Battle,Ranged (4), Burst, No Target,,2,3d10+12,Relic Song creates a 4-meter Burst. All Legal Targets fall Asleep on 16-20 during Accuracy Check.,,,,,,,,"Ranged (4), No Target, Burst",Beauty - 2d4 - Excitement,
0,Round,Special,Normal,EOT,Ranged (3), Burst, No Target,,2,2d10+8,Round creates a 3-meter Burst. The next Pokemon who uses Round during this round of Combat uses 3d10+16 for Round’s Damage Dice Roll. The third or any use after the third use of Round during this round of Combat uses 4d10+24 for Round’s Damage Dice Roll.,,,,,,,,"Ranged (3), No Target, Burst",Tough - 2d4 - Reliable,
0,Screech,Effect,Normal,EOT,Ranged (4), Burst, No Target,,4,-,Screech creates a 4-meter Burst. All Legal Targets have their Defense lowered 2 Combat Stages.,,,,,,,,"Ranged (4), No Target, Burst",Smart - 2d4 - Unsettling,
0,Selfdestruct,Physical,Normal,Center,Ranged (4), Burst, No Target,,2,10d10+46,"Selfdestruct creates a 4-meter Burst. The user’s HP is set to -50% of their full HP. If the user is above Loyalty 1, their Loyalty is lowered at least 1 stage.",,,,,,,,"Ranged (4), No Target, Burst",Beauty - None - Big Show,
0,Sing,Effect,Normal,Battle,Ranged (4), Burst, No Target,,11,-,Sing creates a 4-meter Burst. All Legal Targets fall Asleep.,,,,,,,,"Ranged (4), No Target, Burst",Cute - 2d4 - Excitement,
0,Snore,Special,Normal,EOT,Ranged (5), Burst, No Target,,2,1d12+6,Snore creates a 5-meter Burst. Snore Flinches all legal targets on 15-20 during Accuracy Check. Snore can only be used by a Sleeping pokemon.,,,,15,,Flinches,,"Ranged (5), No Target, Burst",Cute - 3d4 - No Effect,
0,Sweet Scent,Effect,Normal,Battle,Ranged (5), Burst, No Target,,2,-,"Sweet Scent creates a 5-meter Burst. For the remainder of the encounter, when targeting any Legal Targets that were hit by Sweet Scent, you need -2 to hit that target during Accuracy Check. *Grants: Alluring",,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Excitement,
0,Teeter Dance,Effect,Normal,Battle,Ranged (7), Burst, No target,,2,-,Teeter Dance creates a 7-meter Burst. Teeter Dance Confuses all Legal Targets.,,,,,,,,"Ranged (7), No target, Burst",Cute - 2d4 - Scrambler,
0,Uproar,Special,Normal,Battle,Ranged (5), Burst, No Target,,2,3d12+14,"Uproar creates a 5-meter Burst that continues for 1d4+1 turns. At the beginning of the user’s turn where Uproar is continuing, they may shift then must immediately use Uproar again. If the user does not continue using Uproar during the next round of combat, Uproar ends. Anyone in Uproar’s Burst on any turn Uproar is continuing is cured of Sleep.",,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Unsettling,
0,Yawn,Effect,Normal,Battle,Ranged (4), Burst, No Target,,0,-,Yawn creates a 4-meter Burst. All targets fall Asleep at the end of their next turn. Yawn cannot miss.,,,,,,,,"Ranged (4), No Target, Burst",Cute - 2d4 - Excitement,
0,Poison Gas,Effect,Poison,EOT,Ranged (4), Burst, No Target,,6,-,Poison Gas makes a 4-meter Burst. Poison Gas Poisons all Legal Targets.,,,,,,,,"Ranged (4), No Target, Burst",Smart - 3d4 - No Effect,
0,Heal Pulse,Effect,Psychic,Center,Self (2), Burst, No Target,,0,-,Heal Pulse creates a 2-meter Burst. Restores 50% of all Legal Targets max HP. Heal Pulse does not target the user. *Grants: Aura,,,,,,,,"Self (2), No Target, Burst",Beauty - None - Reflective Appeal,
0,Synchronoise,Special,Psychic,Battle,Ranged (6), Burst, No Target,,2,3d8+10,Synchronoise creates a 6-meter Burst. Synchronoise can only hit legal targets that share a type with Synchronoise’s user.,,,,,,,,"Ranged (6), No Target, Burst",Smart - 2d4 - Incentives,
0,Metal Burst,Physical,Steel,Battle,Ranged (3), Burst, No Target,,2,See Effect,"Metal Burst may only be used if the user didn’t move first in the round and the user has taken damage from a Move this round. The Target is dealt damage equal to 1.5x the amount of damage the user received during the last Move that hit it. Do not apply weakness, resistance or immunity. Do not apply stats.",,,,,,,,"Ranged (3), No Target, Burst",Beauty - 2d4 - Final Appeal,
0,Metal Sound,Effect,Steel,EOT,Ranged (4), Burst, No Target,,4,-,Metal Sound creates a 4-meter Burst. All Legal Targets have their Special Defense lowered 2 Combat Stages.,,,,,,,,"Ranged (4), No Target, Burst",Smart - 2d4 - Unsettling,
0,Water Pulse,Special,Water,EOT,Ranged (3), Burst, No Target,,2,2d8+8,Water Pulse creates a 3-meter Burst. Water Pulse Confuses all Legal Targets on 17-20 during Accuracy Check. *Grants: Fountain,,,,,,,,"Ranged (3), No Target, Burst",Beauty - 2d4 - Round Starter,
0,Water Spout,Special,Water,Center,Ranged(10), Burst, No Target,,4,7d10+28,Water Spout creates a 10-meter Burst. Water Spout may not be performed unless the user has at least 90% of its HP.,,,,,,,,"Ranged(10), No Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
0,Draco Meteor,Special,Dragon,Center,Ranged (15), Blast, Target Area,,4,6d12+22,Draco Meteor creates a 4-meter Blast. Lower the user’s Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (15), Target Area, Blast",Smart - 2d4 - Seen Nothing Yet,
